City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
469,Namibe,AO,-15.1961,12.1522,76.24,53,3,17.18,clear sky
470,Gadsden,US,34.0143,-86.0066,59.0,99,4,0.0,mist
471,Staryy Nadym,RU,65.6118,72.6842,29.64,97,100,6.22,light snow
472,Akyab,MM,20.15,92.9,80.78,72,86,5.5,overcast clouds
473,Aparecida Do Taboado,BR,-20.0867,-51.0936,80.19,40,0,6.64,clear sky
474,Maniitsoq,GL,65.4167,-52.9,29.34,54,0,11.18,clear sky
475,Plettenberg Bay,ZA,-34.0527,23.3716,65.73,76,89,3.47,overcast clouds
476,Isiro,CD,2.7739,27.616,78.66,66,100,1.99,overcast clouds
477,Cozumel,MX,20.5083,-86.9458,82.99,89,75,0.0,broken clouds
478,Bichena,ET,10.45,38.2,64.53,40,100,2.8,overcast clouds
479,Tazovskiy,RU,67.4667,78.7,27.19,92,100,10.67,overcast clouds
480,Tessalit,ML,20.1986,1.0114,95.81,14,3,6.2,clear sky
481,Dubbo,AU,-32.25,148.6167,59.13,82,0,5.75,clear sky
482,Phan Thiet,VN,10.9333,108.1,79.09,86,46,8.48,scattered clouds
483,Carballo,ES,43.213,-8.691,64.54,72,13,8.61,few clouds
484,Greymouth,NZ,-42.4667,171.2,51.71,86,100,4.65,overcast clouds
485,Moses Lake,US,47.1301,-119.2781,53.96,87,90,4.61,moderate rain
486,Kudahuvadhoo,MV,2.6708,72.8944,82.8,68,17,9.48,few clouds
487,Nemuro,JP,43.3236,145.575,49.59,70,94,14.94,overcast clouds
488,Saint-Pierre,RE,-21.3393,55.4781,81.57,73,75,13.8,light rain
489,Cranbrook,CA,49.4999,-115.7688,38.84,93,75,2.3,broken clouds
490,Tombouctou,ML,20.0,-3.0,90.82,15,0,3.58,clear sky
491,Port Lincoln,AU,-34.7333,135.8667,55.74,80,4,10.58,clear sky
492,Pisco,PE,-13.7,-76.2167,62.02,82,75,1.14,mist
493,Pierre,US,44.3683,-100.351,41.86,84,75,1.99,broken clouds
494,Teknaf,BD,20.8624,92.3058,78.89,77,25,4.72,scattered clouds
495,Fort Madison,US,40.6298,-91.3151,44.44,100,4,0.0,clear sky
496,Porto Walter,BR,-8.2686,-72.7439,83.95,62,21,4.47,few clouds
497,Tura,IN,25.5198,90.2201,67.28,75,0,2.84,clear sky
498,Kerepehi,NZ,-37.3,175.5333,57.34,70,100,10.98,light rain
499,Banda Aceh,ID,5.5577,95.3222,79.14,84,100,8.41,light rain
500,Sisimiut,GL,66.9395,-53.6735,23.81,81,10,10.98,clear sky
501,Ejido,VE,8.5514,-71.2375,73.51,73,41,2.95,scattered clouds
502,Murgab,TM,37.4966,61.9714,57.07,54,0,6.91,clear sky
503,Kerema,PG,-7.9631,145.7785,80.2,85,100,5.82,overcast clouds
504,Jaisalmer,IN,26.9147,70.9181,87.3,34,0,13.11,clear sky
505,Caceres,ES,39.522,-6.3748,69.8,33,0,6.87,clear sky
506,Vigrestad,NO,58.5667,5.7,48.58,73,86,36.82,light rain
507,Porbandar,IN,21.6422,69.6093,80.73,60,5,11.61,clear sky
508,Alice Springs,AU,-23.7,133.8833,85.55,19,0,11.5,clear sky
509,Agadir,MA,30.4202,-9.5982,79.25,61,8,8.19,clear sky
510,Belmonte,BR,-15.8631,-38.8828,81.1,82,100,8.77,overcast clouds
511,Gamba,GA,-2.65,10.0,80.69,76,94,10.69,overcast clouds
512,Porto Novo,BJ,6.4965,2.6036,87.62,56,93,8.75,light rain
513,Caravelas,BR,-17.7125,-39.2481,75.13,86,99,6.4,overcast clouds
514,Kawalu,ID,-7.3817,108.2082,73.63,97,100,1.57,overcast clouds
515,Chiredzi,ZW,-21.05,31.6667,97.32,20,94,4.12,overcast clouds
516,Ginda,IN,30.6945,78.4932,56.48,77,0,3.91,clear sky
517,Qaqortoq,GL,60.7167,-46.0333,34.3,94,100,9.17,light rain
518,Medina Del Campo,ES,41.3124,-4.9141,61.54,43,15,15.48,few clouds
519,Venado Tuerto,AR,-33.7456,-61.9688,64.78,50,100,5.12,overcast clouds
520,Trairi,BR,-3.2778,-39.2689,89.53,51,100,12.24,overcast clouds
521,Daru,PG,-9.0763,143.2092,80.2,77,100,12.3,overcast clouds
522,Lysyye Gory,RU,51.5506,44.8414,54.36,54,13,18.12,few clouds
523,Saint-Joseph,RE,-21.3667,55.6167,80.47,77,62,3.13,light rain
524,Trinidad,BO,-14.8333,-64.9,87.78,66,63,18.41,broken clouds
525,Suileng,CN,47.25,127.0833,40.06,62,0,7.02,clear sky
526,Rio Gallegos,AR,-51.6226,-69.2181,44.65,45,0,13.8,clear sky
527,Kolyubakino,RU,55.668,36.5323,48.04,65,6,15.82,clear sky
528,Aguimes,ES,27.9054,-15.4461,75.67,57,40,24.16,scattered clouds
529,Kitimat,CA,54.0524,-128.6534,48.58,30,99,3.0,moderate rain
530,Necochea,AR,-38.5473,-58.7368,55.04,81,100,10.45,light rain
531,Hobyo,SO,5.3505,48.5268,81.84,70,35,14.74,scattered clouds
532,Jining,CN,35.405,116.5814,53.22,54,100,4.5,light rain
533,Villamontes,BO,-21.25,-63.5,85.44,48,0,5.75,clear sky
534,Ginir,ET,7.1333,40.7,74.34,26,100,11.72,overcast clouds
535,Hovd,MN,48.0056,91.6419,38.23,42,9,0.13,clear sky
536,Provost,CA,52.3501,-110.2683,27.05,68,9,8.99,clear sky
537,Campbellford,CA,44.3084,-77.7995,46.09,78,72,1.99,broken clouds
538,Aberdeen,GB,57.1437,-2.0981,48.69,56,20,13.8,few clouds
539,Kachiry,KZ,53.0675,76.1036,41.67,40,100,18.68,overcast clouds
540,Bengkulu,ID,-3.8004,102.2655,78.55,82,100,1.74,overcast clouds
541,Obidos,BR,-1.9175,-55.5181,85.64,62,100,2.28,moderate rain
542,Bassila,BJ,9.0081,1.6654,90.57,48,21,4.36,few clouds
543,West Richland,US,46.3043,-119.3614,55.31,93,90,8.99,moderate rain
544,Cartagena,CO,10.3997,-75.5144,82.02,83,75,10.36,broken clouds
545,Broome,US,42.2506,-75.833,55.0,78,90,3.0,overcast clouds
546,Bonfim,BR,3.0833,-59.95,80.06,76,100,2.06,overcast clouds
547,Wajima,JP,37.4,136.9,57.72,58,100,18.05,light rain
548,Zimbor,RO,47.0,23.2667,64.51,47,100,12.97,overcast clouds
549,Keffi,NG,8.8486,7.8736,88.18,59,80,2.55,broken clouds
550,Arawa,PG,-6.2132,155.5367,75.83,90,100,2.24,overcast clouds
551,Finnsnes,NO,69.2296,17.9811,34.75,54,100,9.6,overcast clouds
552,Odweyne,SO,9.4092,45.064,85.42,23,14,14.05,few clouds
553,Ust-Kuyga,RU,70.0167,135.6,1.0,97,97,4.5,overcast clouds
554,Swadlincote,GB,52.774,-1.5574,58.08,79,76,15.97,broken clouds
555,Boa Vista,BR,2.8197,-60.6733,76.98,88,90,2.3,overcast clouds
556,Nador,MA,35.174,-2.9287,78.87,64,20,11.5,few clouds
557,Sobolevo,RU,54.4299,31.8996,48.67,60,8,17.94,clear sky
558,Bumba,CD,2.1833,22.4667,83.12,64,100,2.39,overcast clouds
559,Sioux Lookout,CA,50.1001,-91.917,34.18,93,75,3.44,light intensity shower rain
560,Doha,QA,25.2867,51.5333,89.91,35,0,17.27,clear sky
561,Campo Grande,BR,-20.4428,-54.6464,81.95,42,0,13.8,clear sky
562,Puerto Cabezas,NI,14.0351,-83.3888,76.96,100,40,4.61,scattered clouds
563,Kyra,RU,49.5776,111.9753,33.64,60,0,2.84,clear sky
564,San Juan,AR,-31.5375,-68.5364,71.19,34,0,21.61,clear sky
565,Port Hardy,CA,50.6996,-127.4199,51.98,76,75,16.11,broken clouds
566,Muros,ES,42.7762,-9.0603,65.08,65,0,6.26,clear sky
567,Alofi,NU,-19.0595,-169.9187,66.09,88,100,3.44,overcast clouds
568,Lahijan,IR,37.2061,50.0029,67.69,72,1,8.19,clear sky
569,Vestmannaeyjar,IS,63.4427,-20.2734,43.79,87,90,20.71,moderate rain
570,Portales,US,34.1862,-103.3344,59.32,88,1,5.28,clear sky
571,Paragominas,BR,-2.9667,-47.4833,86.95,53,100,4.0,overcast clouds
572,Bandarbeyla,SO,9.4942,50.8122,81.45,64,9,12.15,clear sky
573,Angoche,MZ,-16.2325,39.9086,79.32,55,99,12.08,overcast clouds
574,Quelimane,MZ,-17.8786,36.8883,82.45,47,8,12.12,clear sky
575,Nabire,ID,-3.3667,135.4833,74.86,91,100,3.06,overcast clouds
576,Voh,NC,-20.9667,164.7,68.86,92,1,1.74,clear sky
577,Kang,BW,-23.6752,22.7876,89.78,12,0,12.44,clear sky
578,Tambura,SS,5.6,27.4667,81.95,63,100,5.93,light rain
579,Tsaratanana,MG,-16.7833,47.65,94.62,23,0,6.69,clear sky
580,Byron Bay,AU,-28.65,153.6167,73.06,93,74,11.43,broken clouds
581,Bereda,ES,43.2686,-7.5406,61.0,87,38,6.13,scattered clouds
582,Mabaruma,GY,8.2,-59.7833,77.29,96,99,4.5,overcast clouds
583,Vostok,RU,46.4856,135.8833,26.73,87,100,3.15,overcast clouds
584,Pak Chong,TH,14.708,101.4161,78.82,94,99,4.97,light rain
585,Rawson,AR,-43.3002,-65.1023,56.73,30,1,0.96,clear sky
586,Nokha,IN,27.6,73.4167,83.34,30,0,12.03,clear sky
587,Rantauprapat,ID,2.1,99.8333,76.03,96,100,0.94,overcast clouds
588,Sulphur Springs,US,33.1385,-95.6011,58.98,87,1,0.0,clear sky
589,Iquitos,PE,-3.7481,-73.2472,84.24,74,40,3.44,scattered clouds
590,Pirovskoye,RU,57.6267,92.2658,48.51,63,100,12.46,overcast clouds
591,Minsk,BY,53.9,27.5667,47.73,63,87,18.86,overcast clouds
592,Pozo Colorado,PY,-23.4923,-58.7972,78.44,53,100,7.45,overcast clouds
593,Qazax,AZ,41.0933,45.3661,61.93,47,0,1.99,clear sky
594,Maryville,US,35.7565,-83.9705,57.67,96,75,1.01,broken clouds
595,Balestrand,NO,61.2076,6.5334,44.17,87,100,8.99,overcast clouds
596,Keningau,MY,5.3378,116.1602,73.85,98,100,1.92,moderate rain
597,Margate,GB,51.3813,1.3862,58.1,61,100,5.01,overcast clouds
598,Zimovniki,RU,47.1483,42.4633,66.94,29,0,14.79,clear sky
599,Zahir Pir,PK,28.8124,70.524,88.66,27,0,11.39,clear sky
600,Atasu,KZ,48.6814,71.6433,37.65,52,100,21.05,overcast clouds
601,Shelburne,CA,44.0787,-80.2041,37.85,93,100,11.27,overcast clouds
602,Kemijarvi,FI,66.7131,27.4306,29.93,76,100,16.87,overcast clouds
603,Camana,PE,-16.6228,-72.7111,64.38,72,51,7.81,broken clouds
604,Namtsy,RU,62.7161,129.6658,32.11,86,92,11.34,overcast clouds
605,Springbok,ZA,-29.6643,17.8865,65.89,33,16,23.6,few clouds
606,Pitimbu,BR,-7.4706,-34.8086,86.59,66,100,10.96,overcast clouds
607,Candido Mendes,BR,-1.4467,-45.7167,87.96,59,100,6.31,overcast clouds
608,Pangkalanbuun,ID,-2.6833,111.6167,73.8,97,100,1.92,moderate rain
609,Aldan,RU,58.6031,125.3894,33.26,92,99,9.42,overcast clouds
610,Wamba,NG,8.9333,8.6,88.32,54,52,3.87,light rain
611,Ferrol,ES,43.4832,-8.2369,65.35,68,6,14.38,clear sky
612,Curico,CL,-34.9833,-71.2333,53.74,81,90,10.36,haze
613,Waddan,LY,29.1614,16.139,88.07,19,100,8.46,overcast clouds
614,Kiama,AU,-34.6833,150.8667,64.58,85,6,7.0,clear sky
615,Kushiro,JP,42.975,144.3747,42.49,93,39,6.42,scattered clouds
616,Luganville,VU,-15.5333,167.1667,77.56,89,31,2.06,scattered clouds
617,Tomigusuku,JP,26.185,127.675,73.17,57,75,17.27,broken clouds
618,Tubuala,PA,9.5167,-79.0333,80.33,83,97,4.65,overcast clouds
619,Halifax,CA,44.6453,-63.5724,64.53,95,90,3.0,overcast clouds
620,Mae Sai,TH,20.4335,99.8762,74.52,99,99,0.56,overcast clouds
621,Misasi,TZ,-3.0,33.0833,86.76,34,100,1.9,overcast clouds
622,Kontagora,NG,10.3999,5.4695,91.71,45,100,4.09,overcast clouds
623,Llandrindod Wells,GB,52.2416,-3.3787,54.61,82,100,14.43,overcast clouds
624,Puerto Baquerizo Moreno,EC,-0.9,-89.6,69.46,86,100,10.58,overcast clouds
625,Chifeng,CN,42.2683,118.9636,41.72,39,0,1.97,clear sky
626,Yiyang,CN,28.5892,112.3283,56.91,79,98,2.3,light rain
627,Dalby,AU,-27.1833,151.2667,70.99,77,0,1.01,light rain
628,Nicoya,CR,10.1483,-85.452,71.15,91,25,1.01,scattered clouds
629,Camacupa,AO,-12.0167,17.4833,79.66,48,99,6.13,overcast clouds
630,Uruzgan,AF,32.8333,66.0,59.05,17,0,3.56,clear sky
631,Batagay-Alyta,RU,67.8006,130.4114,7.2,96,95,2.42,overcast clouds
632,Gurmatkal,IN,16.8667,77.4,75.15,55,87,6.49,overcast clouds
633,Churapcha,RU,62.0025,132.4325,28.08,86,100,10.89,overcast clouds
634,Vilyuysk,RU,63.7553,121.6247,26.83,98,100,2.3,overcast clouds
635,Te Anau,NZ,-45.4167,167.7167,45.48,93,100,0.6,overcast clouds
636,Grootfontein,NA,-19.5667,18.1167,89.17,15,0,9.22,clear sky
637,Bonwapitse,BW,-23.0766,26.7037,88.27,23,97,10.02,overcast clouds
638,New Baltimore,US,42.6811,-82.7369,43.23,89,75,8.05,broken clouds
639,Tomakivka,UA,47.8157,34.7414,69.15,37,83,10.13,broken clouds
640,Pimentel,PE,-6.8367,-79.9342,61.09,88,90,10.36,overcast clouds
641,Anadyr,RU,64.75,177.4833,18.1,92,40,11.01,light snow
642,Yeppoon,AU,-23.1333,150.7333,74.98,82,100,13.98,overcast clouds
643,Lyngseidet,NO,69.5763,20.2189,33.89,66,100,5.46,overcast clouds
644,Novosergiyevka,RU,52.0934,53.6528,53.55,51,100,21.36,overcast clouds
645,Magaria,NE,12.9983,8.9099,95.94,26,49,5.91,scattered clouds
646,Altar,MX,30.7,-111.8167,64.65,43,35,1.14,scattered clouds
647,Bedele,ET,8.456,36.353,70.05,53,96,4.21,overcast clouds
648,Scarborough,GB,54.2797,-0.4044,53.42,81,100,1.01,light rain
649,Ornskoldsvik,SE,63.2909,18.7153,35.42,93,90,13.8,light snow
650,Havre-Saint-Pierre,CA,50.2334,-63.5986,46.99,81,90,13.8,overcast clouds
651,Svetlyy,RU,54.675,20.1347,48.25,77,100,29.06,overcast clouds
652,Kathmandu,NP,27.7167,85.3167,68.22,88,75,4.61,broken clouds
653,Opuwo,NA,-18.0607,13.84,91.27,11,44,20.47,scattered clouds
654,Neutraubling,DE,48.9833,12.2,53.49,47,4,13.24,clear sky
655,Camacha,PT,33.0833,-16.3333,71.02,60,40,14.97,scattered clouds
656,Saint-Francois,FR,46.4154,3.9054,59.47,66,0,4.61,clear sky
657,Sergach,RU,55.5308,45.4661,53.85,71,97,19.37,overcast clouds
658,Truro,GB,50.2653,-5.0544,55.96,62,75,11.5,broken clouds
659,Karpogory,RU,64.0019,44.4451,36.93,99,100,5.73,moderate rain
660,Xingyi,CN,24.1877,102.817,46.38,96,100,3.33,overcast clouds
661,Enid,US,36.3956,-97.8784,54.3,83,20,5.75,few clouds
662,Kidal,ML,18.4411,1.4078,99.14,13,0,5.48,clear sky
663,Port Hueneme,US,34.1478,-119.1951,60.69,92,90,5.75,mist
664,Las Tunas,CU,20.9617,-76.9511,80.73,84,11,4.18,few clouds
665,Kroya,ID,-7.6331,109.2461,78.15,88,100,5.84,light rain
666,Labuhan,ID,-6.8844,112.2051,83.28,75,42,4.85,scattered clouds
667,Fairbanks,US,64.8378,-147.7164,25.61,89,1,0.0,clear sky
668,Sayyan,YE,15.1718,44.3244,67.51,23,29,19.73,scattered clouds
669,Chippenham,GB,51.46,-2.1247,57.61,77,98,13.11,overcast clouds
670,Okakarara,NA,-20.5833,17.4333,87.26,13,1,14.79,clear sky
671,Morgan City,US,29.6994,-91.2068,73.0,93,0,3.49,clear sky
672,Kijang,KR,35.2442,129.2139,51.53,74,2,9.86,clear sky
673,Axim,GH,4.8699,-2.2405,81.93,74,99,9.44,light rain
674,Kalach-Na-Donu,RU,48.691,43.5264,63.05,43,8,17.94,clear sky
675,Abay,KZ,49.6311,72.8539,35.98,46,99,23.33,light rain
676,Cantaura,VE,9.3057,-64.3584,81.64,66,86,11.86,overcast clouds
677,Yining,CN,29.0361,114.5636,52.41,79,100,2.28,overcast clouds
678,High Rock,BS,26.6208,-78.2833,77.02,76,100,9.98,overcast clouds
679,Dudinka,RU,69.4058,86.1778,13.66,94,87,6.29,overcast clouds
680,Ngunguru,NZ,-35.6167,174.5,60.17,84,100,25.01,light rain
681,Ketchikan,US,55.3422,-131.6461,49.15,86,100,28.52,heavy intensity rain
682,Wawa,NG,9.9022,4.4192,91.81,46,92,4.29,overcast clouds
683,Olinda,BR,-8.0089,-34.8553,85.73,66,40,9.22,scattered clouds
684,Northfield,US,44.4583,-93.1616,36.63,95,90,0.0,overcast clouds
685,Trapani,IT,37.8333,12.6667,77.52,78,40,14.97,scattered clouds
686,Loum,CM,4.7182,9.7351,73.51,97,100,3.27,light rain
687,Funtua,NG,11.5233,7.3081,91.47,32,98,7.34,overcast clouds
688,Soyo,AO,-6.1349,12.3689,81.07,73,99,10.47,overcast clouds
689,Bac Lieu,VN,9.285,105.7244,80.6,81,87,7.52,overcast clouds
690,Myrtle Beach,US,33.6891,-78.8867,77.09,82,40,10.36,scattered clouds
691,Gao,ML,16.6362,1.637,100.47,13,10,2.64,clear sky
692,Tupelo,US,34.2576,-88.7034,52.09,86,1,4.0,clear sky
693,Venkatagiri,IN,13.9667,79.5833,88.27,71,87,4.61,light rain
694,Aquiraz,BR,-3.9014,-38.3911,89.22,58,87,9.48,overcast clouds
695,Wanlaweyn,SO,2.6185,44.8938,86.22,53,96,13.65,light rain
696,Vilhena,BR,-12.7406,-60.1458,80.82,78,0,10.36,clear sky
697,Mosquera,CO,4.7059,-74.2302,55.49,94,75,2.3,fog
698,Panacan,PH,9.2463,118.4082,80.6,83,100,3.76,moderate rain
699,General Pico,AR,-35.6566,-63.7568,61.81,77,100,11.23,overcast clouds
700,Lagos,NG,6.5833,3.75,79.12,69,100,4.25,moderate rain
701,Suda,RU,59.1525,37.5582,50.11,67,41,14.74,scattered clouds
702,Straseni,MD,47.1414,28.6103,73.42,37,15,11.65,few clouds
703,Aksarka,RU,66.5606,67.7975,29.39,87,100,10.58,overcast clouds
704,Neuquen,AR,-38.9516,-68.0591,58.89,44,0,8.05,clear sky
