City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
273,Kenai,US,2021-10-19 19:11:41,60.5544,-151.2583,39.15,86,40,16.11
274,Sao Domingos,BR,2021-10-19 19:11:41,-13.3983,-46.3183,85.8,45,71,2.89
275,Leningradskiy,RU,2021-10-19 19:11:42,69.3833,178.4167,25.59,93,100,15.26
276,Lagunillas,VE,2021-10-19 19:11:42,10.1301,-71.2595,87.48,67,13,7.81
277,Sawakin,SD,2021-10-19 19:11:43,19.1059,37.3321,83.19,70,9,10.49
278,Laguna,US,2021-10-19 19:11:43,38.421,-121.4238,67.64,51,1,1.99
279,Yabelo,ET,2021-10-19 19:11:43,4.8833,38.0833,62.51,72,18,12.08
280,Chumikan,RU,2021-10-19 19:11:44,54.7183,135.315,23.94,84,14,16.91
281,Hervey Bay,AU,2021-10-19 19:08:45,-25.2986,152.8535,65.03,85,0,4.34
282,Mangrol,IN,2021-10-19 19:11:44,21.1167,70.1167,79.36,66,1,5.61
283,Pemangkat,ID,2021-10-19 19:11:44,1.1667,108.9667,75.63,92,100,7.34
284,Kedrovyy,RU,2021-10-19 19:11:45,56.1667,91.8167,25.21,78,84,3.83
285,Ust-Kut,RU,2021-10-19 19:11:45,56.7938,105.7672,33.87,99,100,2.66
286,Oistins,BB,2021-10-19 19:11:45,13.0667,-59.5333,86.09,62,20,16.11
287,Usinsk,RU,2021-10-19 19:11:46,65.9939,57.5281,31.28,85,100,6.69
288,Birobidzhan,RU,2021-10-19 19:11:46,48.8,132.95,26.82,56,99,4.74
289,Kirakira,SB,2021-10-19 19:09:13,-10.4544,161.9205,79.97,82,100,7.09
290,Shingu,JP,2021-10-19 19:11:46,33.7333,135.9833,56.25,79,7,8.1
291,Trairi,BR,2021-10-19 19:08:09,-3.2778,-39.2689,83.98,65,11,14.65
292,Broken Hill,AU,2021-10-19 19:10:19,-31.95,141.4333,55.24,41,100,10.42
293,Moose Factory,CA,2021-10-19 19:11:47,51.2585,-80.6094,57.49,61,0,5.14
294,Seoul,KR,2021-10-19 19:08:23,37.5683,126.9778,42.24,66,0,1.86
295,Hamilton,US,2021-10-19 19:07:01,39.1834,-84.5333,73.85,45,1,1.99
296,Luebo,CD,2021-10-19 19:11:47,-5.35,21.4167,72.14,98,100,2.13
297,Koutsouras,GR,2021-10-19 19:11:48,35.0339,25.9469,67.1,53,4,17.78
298,Vardo,NO,2021-10-19 19:11:48,70.3705,31.1107,28.38,80,40,14.97
299,Cabo San Lucas,MX,2021-10-19 19:11:48,22.8909,-109.9124,90.61,57,1,19.57
300,Alta Floresta,BR,2021-10-19 19:11:49,-9.8756,-56.0861,89.53,44,91,4.25
301,Tevriz,RU,2021-10-19 19:11:49,57.509,72.4042,49.01,56,100,8.39
302,Sungairaya,ID,2021-10-19 19:11:49,0.7,108.9,75.97,91,100,7.52
303,Sur,OM,2021-10-19 19:10:27,22.5667,59.5289,83.64,52,51,8.79
304,Nelson Bay,AU,2021-10-19 19:11:50,-32.7167,152.15,57.76,84,100,1.01
305,Saint-Leu,RE,2021-10-19 19:09:26,-21.15,55.2833,71.67,91,78,8.46
306,Pineville,US,2021-10-19 19:11:50,31.3224,-92.4343,79.09,51,1,8.05
307,Komagane,JP,2021-10-19 19:11:51,35.7296,137.9396,49.77,97,46,3.74
308,Campo Grande,BR,2021-10-19 19:11:51,-20.4428,-54.6464,85.55,39,40,11.5
309,North Bend,US,2021-10-19 19:11:51,43.4065,-124.2243,62.85,67,1,9.22
310,Luis Correia,BR,2021-10-19 19:11:52,-2.8792,-41.6669,89.6,74,20,16.11
311,Asfi,MA,2021-10-19 19:11:52,32.2994,-9.2372,70.02,88,35,3.29
312,Along,IN,2021-10-19 19:07:13,28.1667,94.7667,71.19,100,100,0.94
313,Lahij,YE,2021-10-19 19:11:52,13.1667,44.5833,80.8,69,37,5.75
314,La Ronge,CA,2021-10-19 19:09:58,55.1001,-105.2842,39.49,55,9,2.48
315,Hambantota,LK,2021-10-19 19:11:53,6.1241,81.1185,79.38,78,100,10.49
316,Severo-Kurilsk,RU,2021-10-19 19:09:18,50.6789,156.125,39.45,85,88,10.8
317,Portland,US,2021-10-19 19:09:21,45.5234,-122.6762,62.2,71,75,1.01
318,Shelburne,CA,2021-10-19 19:07:53,44.0787,-80.2041,67.24,53,7,15.99
319,Waingapu,ID,2021-10-19 19:11:54,-9.6567,120.2641,79.81,81,100,4.7
320,Belyy Yar,RU,2021-10-19 19:11:54,53.6039,91.3903,24.69,100,73,2.24
321,Codrington,AU,2021-10-19 19:09:12,-38.2667,141.9667,45.14,97,80,11.61
322,Bom Jesus Do Galho,BR,2021-10-19 19:11:54,-19.8289,-42.3161,76.05,73,57,4.29
323,Jawa,JO,2021-10-19 19:11:55,31.8525,35.9393,61.11,72,20,9.22
324,Lompoc,US,2021-10-19 19:09:37,34.6391,-120.4579,70.84,60,1,5.75
325,Westport,US,2021-10-19 19:09:29,41.1415,-73.3579,68.2,49,1,1.01
326,Soyo,AO,2021-10-19 19:11:55,-6.1349,12.3689,76.64,83,96,8.46
327,Stettler,CA,2021-10-19 19:07:44,52.3168,-112.7186,42.6,50,100,17.63
328,Luderitz,NA,2021-10-19 19:11:56,-26.6481,15.1594,62.46,58,23,5.88
329,Shimoga,IN,2021-10-19 19:11:56,13.9167,75.5667,68.13,96,29,2.46
330,Sola,VU,2021-10-19 19:11:56,-13.8833,167.55,79.41,80,100,16.49
331,Marakkanam,IN,2021-10-19 19:11:57,12.2,79.95,82.74,77,98,5.53
332,Coihaique,CL,2021-10-19 19:09:40,-45.5752,-72.0662,68.61,49,20,8.05
333,Krasnyy Oktyabr,RU,2021-10-19 19:11:57,56.1167,38.8833,35.73,95,100,6.08
334,Areosa,PT,2021-10-19 19:11:57,41.7178,-8.8571,72.32,83,100,9.46
335,Ha Tinh,VN,2021-10-19 19:11:58,18.3333,105.9,72.84,91,100,2.98
336,Nyborg,DK,2021-10-19 19:11:58,55.3127,10.7896,54.93,97,100,21.45
337,Broome,US,2021-10-19 19:09:24,42.2506,-75.833,68.22,49,1,4.0
338,Stepnyak,KZ,2021-10-19 19:11:58,52.8339,70.7803,42.49,52,44,7.63
339,Margate,GB,2021-10-19 19:11:59,51.3813,1.3862,64.96,76,100,3.0
340,Ust-Nera,RU,2021-10-19 19:09:46,64.5667,143.2,-5.69,99,76,4.52
341,Puck,PL,2021-10-19 19:11:59,54.7179,18.4084,57.0,75,100,12.62
342,Sarai,RU,2021-10-19 19:12:00,53.7458,41.0213,33.98,84,90,7.2
343,Jiwani,PK,2021-10-19 19:12:00,25.05,61.7417,79.86,76,0,6.58
344,Villarrica,PY,2021-10-19 19:12:00,-25.75,-56.4333,80.73,41,1,6.67
345,Okhotsk,RU,2021-10-19 19:09:50,59.3833,143.3,9.7,71,6,11.32
346,Konde,TZ,2021-10-19 19:12:01,-4.95,39.75,76.71,84,100,8.19
347,Pangody,RU,2021-10-19 19:12:02,65.85,74.4859,40.66,94,100,16.11
348,Saint-Francois,FR,2021-10-19 19:12:02,46.4154,3.9054,55.67,88,0,3.44
349,Benghazi,LY,2021-10-19 19:12:03,32.1167,20.0667,72.3,61,100,15.93
350,Kushima,JP,2021-10-19 19:12:04,31.4583,131.2333,57.94,70,90,6.53
351,Yerbogachen,RU,2021-10-19 19:09:29,61.2767,108.0108,34.07,87,100,10.38
352,Fiche,ET,2021-10-19 19:12:04,9.8,38.7333,47.7,49,16,4.88
353,Manakara,MG,2021-10-19 19:07:19,-22.1333,48.0167,71.98,87,17,5.48
354,Weinan,CN,2021-10-19 19:08:40,34.5036,109.5089,50.59,92,100,4.83
355,Cervo,ES,2021-10-19 19:12:05,43.6702,-7.4101,77.2,69,100,5.5
356,Richards Bay,ZA,2021-10-19 19:10:09,-28.783,32.0377,59.43,75,14,3.67
357,Beruwala,LK,2021-10-19 19:12:05,6.4788,79.9828,79.48,80,68,4.54
358,La Romana,DO,2021-10-19 19:12:05,18.4273,-68.9728,85.73,67,100,4.72
359,Waitati,NZ,2021-10-19 19:12:06,-45.75,170.5667,47.8,57,7,5.66
360,Arica,CL,2021-10-19 19:12:06,-18.475,-70.3042,72.95,68,0,10.36
361,Tanout,NE,2021-10-19 19:08:09,14.9709,8.8879,91.49,15,0,7.87
362,Vila Velha,BR,2021-10-19 19:12:07,-20.3297,-40.2925,73.35,94,90,3.44
363,Praia,CV,2021-10-19 19:12:07,14.9215,-23.5087,84.74,51,20,19.57
364,Wagga Wagga,AU,2021-10-19 19:12:07,-35.1167,147.3667,43.21,93,0,0.0
365,Yulara,AU,2021-10-19 19:10:24,-25.2406,130.9889,69.64,30,9,0.0
366,Tikrit,IQ,2021-10-19 19:12:08,34.6071,43.6782,75.45,38,1,8.25
367,Pitimbu,BR,2021-10-19 19:12:08,-7.4706,-34.8086,84.79,71,70,11.41
368,Hadrut,AZ,2021-10-19 19:12:08,39.52,47.0318,57.61,66,85,2.42
369,Tallahassee,US,2021-10-19 19:11:17,30.4383,-84.2807,81.0,50,20,1.01
370,North Platte,US,2021-10-19 19:12:09,41.1239,-100.7654,66.09,52,1,12.17
371,Calama,CL,2021-10-19 19:07:27,-22.4667,-68.9333,75.69,10,0,25.32
372,Humaita,BR,2021-10-19 19:12:09,-7.5061,-63.0208,79.97,77,100,2.84
373,Katsuura,JP,2021-10-19 19:05:36,35.1333,140.3,62.19,77,2,8.66
374,Demidov,RU,2021-10-19 19:12:10,55.2706,31.515,30.61,79,18,5.35
375,Ocos,GT,2021-10-19 19:12:10,14.5094,-92.1933,88.3,78,100,8.3
376,Bombay,IN,2021-10-19 19:11:57,19.0144,72.8479,82.38,74,9,4.61
377,Timra,SE,2021-10-19 19:12:11,62.487,17.3257,39.67,92,75,13.8
378,Vikhorevka,RU,2021-10-19 19:12:11,56.1201,101.1636,38.79,90,100,3.04
379,Deer Lake,CA,2021-10-19 19:12:12,49.1667,-57.4316,53.74,79,98,3.49
380,Zyryanka,RU,2021-10-19 19:12:12,65.75,150.85,-3.78,100,65,4.16
381,Avera,US,2021-10-19 19:12:12,33.194,-82.5271,77.72,31,0,2.73
382,Haian,CN,2021-10-19 19:12:13,32.5436,120.45,57.99,67,100,6.58
383,Bulungu,CD,2021-10-19 19:12:13,-4.55,18.6,70.38,95,100,1.45
384,Artyom,AZ,2021-10-19 19:12:13,40.4723,50.333,60.94,77,98,13.44
385,Zaragoza,ES,2021-10-19 19:12:14,41.6561,-0.8773,70.9,65,0,3.0
386,San Ignacio,BZ,2021-10-19 19:12:14,17.1561,-89.0714,87.94,62,75,4.61
387,Plymouth,US,2021-10-19 19:12:15,41.8334,-70.8328,64.22,47,1,1.01
388,Rio Grande,BR,2021-10-19 19:12:15,-32.035,-52.0986,69.91,63,32,10.45
389,Abu Dhabi,AE,2021-10-19 19:12:15,24.4667,54.3667,87.91,58,0,5.75
390,Daru,PG,2021-10-19 19:12:16,-9.0763,143.2092,78.98,87,95,7.96
391,Carlsbad,US,2021-10-19 19:08:37,33.1581,-117.3506,71.76,56,1,4.0
392,Ilulissat,GL,2021-10-19 19:09:13,69.2167,-51.1,39.22,33,75,12.66
393,Purranque,CL,2021-10-19 19:08:20,-40.9167,-73.1667,72.73,40,0,5.12
394,Yumen,CN,2021-10-19 19:12:16,40.2833,97.2,39.67,31,77,7.76
395,Petropavlovsk-Kamchatskiy,RU,2021-10-19 19:12:17,53.0452,158.6483,30.79,100,90,0.0
396,Nianzishan,CN,2021-10-19 19:12:17,47.5167,122.8833,31.96,65,0,5.37
397,Vangaindrano,MG,2021-10-19 19:12:17,-23.35,47.6,72.05,88,99,2.73
398,Yuxia,CN,2021-10-19 19:12:18,34.0615,108.6291,51.19,91,100,3.27
399,Paralimni,CY,2021-10-19 19:12:18,35.0375,33.9833,70.68,71,6,8.01
400,Galle,LK,2021-10-19 19:12:18,6.0367,80.217,79.52,79,99,8.25
401,Nizwa,OM,2021-10-19 19:09:19,22.9333,57.5333,83.8,27,20,2.57
402,Baoning,CN,2021-10-19 19:12:19,25.3378,110.026,63.07,96,100,2.19
403,Kafanchan,NG,2021-10-19 19:08:11,9.5833,8.3,71.17,89,69,1.23
404,Los Llanos De Aridane,ES,2021-10-19 19:12:19,28.6585,-17.9182,77.13,63,100,11.5
405,Chapais,CA,2021-10-19 19:12:19,49.7834,-74.8492,42.58,82,100,7.85
406,Tamworth,GB,2021-10-19 19:10:46,52.634,-1.6959,63.82,90,100,7.0
407,Sai Buri,TH,2021-10-19 19:12:20,6.7013,101.6168,79.03,84,89,2.28
408,Fairbanks,US,2021-10-19 19:08:14,64.8378,-147.7164,32.23,71,90,0.0
409,Carballo,ES,2021-10-19 19:12:20,43.213,-8.691,70.56,75,100,10.49
410,Bulgan,MN,2021-10-19 19:12:21,48.8125,103.5347,31.35,58,1,3.42
411,Chernyshevskiy,RU,2021-10-19 19:12:21,63.0128,112.4714,31.44,97,100,11.99
412,Egvekinot,RU,2021-10-19 19:12:21,66.3167,-179.1667,20.79,83,100,17.05
413,Progreso,MX,2021-10-19 19:12:22,21.2833,-89.6667,92.1,67,99,13.62
414,Yenagoa,NG,2021-10-19 19:12:22,4.9247,6.2642,73.78,95,100,4.45
415,Borovoy,RU,2021-10-19 19:12:22,55.4333,86.0833,40.28,70,0,4.47
416,Aykino,RU,2021-10-19 19:12:22,62.2248,49.9922,33.46,92,100,7.85
417,Clayton,US,2021-10-19 19:12:23,33.5335,-84.3666,77.99,38,20,1.99
418,Ranau,MY,2021-10-19 19:08:08,5.9538,116.6641,68.65,95,100,0.81
419,Ridgecrest,US,2021-10-19 19:12:23,35.6225,-117.6709,66.69,22,1,1.01
420,Dunedin,NZ,2021-10-19 19:12:24,-45.8742,170.5036,47.8,57,9,8.99
421,Horizontina,BR,2021-10-19 19:12:24,-27.6258,-54.3078,74.37,46,0,9.64
422,Half Moon Bay,US,2021-10-19 19:12:24,37.4636,-122.4286,68.41,64,1,1.01
423,Arvika,SE,2021-10-19 19:12:24,59.6553,12.5852,48.81,99,100,5.37
424,Minot,US,2021-10-19 19:12:25,48.2325,-101.2963,45.48,51,22,17.07
425,Chalmette,US,2021-10-19 19:12:25,29.9427,-89.9634,82.0,64,1,4.0
426,Ippy,CF,2021-10-19 19:12:25,6.2679,21.2247,74.48,86,100,3.15
427,Den Helder,NL,2021-10-19 19:12:26,52.9599,4.7593,65.07,90,90,20.0
428,Touros,BR,2021-10-19 19:09:33,-5.1989,-35.4608,85.1,66,16,15.79
429,Pangnirtung,CA,2021-10-19 19:09:15,66.1451,-65.7125,35.11,59,100,2.3
430,Mayo,US,2021-10-19 19:12:26,38.8876,-76.5119,74.77,42,1,5.01
431,Pouembout,NC,2021-10-19 19:12:27,-21.1333,164.9,72.25,91,100,3.49
432,Wad Madani,SD,2021-10-19 19:09:07,14.4012,33.5199,90.48,23,0,6.15
433,Mikkeli,FI,2021-10-19 19:12:27,61.6886,27.2723,28.15,93,0,2.3
434,Inhambane,MZ,2021-10-19 19:12:27,-23.865,35.3833,67.06,63,100,9.86
435,Praia Da Vitoria,PT,2021-10-19 19:12:28,38.7333,-27.0667,70.75,80,0,8.66
436,Deputatskiy,RU,2021-10-19 19:09:12,69.3,139.9,-13.85,90,47,4.47
437,Dubbo,AU,2021-10-19 19:10:28,-32.25,148.6167,42.93,87,0,10.36
438,Gayeri,BF,2021-10-19 19:11:09,12.6497,0.4931,86.67,49,27,2.46
439,Pangkalanbuun,ID,2021-10-19 19:12:28,-2.6833,111.6167,73.54,98,100,2.24
440,Negombo,LK,2021-10-19 19:10:05,7.2083,79.8358,79.97,81,98,7.43
441,Lannion,FR,2021-10-19 19:12:29,48.75,-3.4167,63.14,88,75,13.8
442,Luanda,AO,2021-10-19 19:12:19,-8.8368,13.2343,77.0,78,20,8.05
443,Durres,AL,2021-10-19 19:12:29,41.3231,19.4414,55.58,68,79,4.88
444,Port Said,EG,2021-10-19 19:12:30,31.2565,32.2841,74.17,62,37,12.97
445,Lebanon,US,2021-10-19 19:12:30,36.2081,-86.2911,75.83,42,1,6.91
446,Kulhudhuffushi,MV,2021-10-19 19:12:30,6.6221,73.07,81.81,72,100,10.36
447,Wajir,KE,2021-10-19 19:12:31,1.7471,40.0573,81.5,61,20,14.32
448,Starachowice,PL,2021-10-19 19:12:31,51.0374,21.0713,51.42,76,100,7.29
449,Sidi Ali,DZ,2021-10-19 19:12:31,36.0998,0.4206,67.68,58,13,10.63
450,Hammerfest,NO,2021-10-19 19:12:32,70.6634,23.6821,33.53,80,40,2.3
451,Anori,BR,2021-10-19 19:12:32,-3.7728,-61.6442,84.87,63,100,4.5
452,Marquette,US,2021-10-19 19:10:12,46.5333,-87.6335,72.84,36,73,10.4
453,Weston,US,2021-10-19 19:09:43,26.1004,-80.3998,86.02,57,75,4.0
454,Ixtapa,MX,2021-10-19 19:12:32,20.7,-105.2,88.23,70,40,10.36
455,Chakrata,IN,2021-10-19 19:12:33,30.7,77.85,49.77,84,0,5.37
456,Saint Paul,US,2021-10-19 19:11:57,44.9444,-93.0933,74.77,43,1,8.05
457,Aswan,EG,2021-10-19 19:10:15,24.0934,32.907,81.86,18,0,14.34
458,Charters Towers,AU,2021-10-19 19:12:33,-20.1,146.2667,69.48,96,90,5.1
459,Cururupu,BR,2021-10-19 19:12:34,-1.8283,-44.8683,86.94,55,76,7.52
460,Oume,JP,2021-10-19 19:12:34,35.7839,139.2431,55.24,92,1,0.0
461,Gobabis,NA,2021-10-19 19:12:34,-22.45,18.9667,68.86,41,84,8.81
462,Wuwei,CN,2021-10-19 19:12:35,37.9281,102.6414,38.66,68,57,0.6
463,Nova Borova,UA,2021-10-19 19:12:35,50.693,28.6345,38.26,55,100,1.25
464,San Vicente,AR,2021-10-19 19:12:35,-26.6167,-54.1333,74.91,38,13,7.11
465,Purpe,RU,2021-10-19 19:12:36,64.4803,76.6897,44.44,76,100,23.58
466,Sechura,PE,2021-10-19 19:12:36,-5.5569,-80.8222,77.2,60,49,11.05
467,Moorhead,US,2021-10-19 19:12:36,46.8739,-96.7676,48.97,84,90,4.0
468,Frontignan,FR,2021-10-19 19:12:37,43.4485,3.754,68.14,92,100,11.48
469,Sao Gabriel Da Cachoeira,BR,2021-10-19 19:12:37,-0.1303,-67.0892,90.72,51,65,2.01
470,Edmundston,CA,2021-10-19 19:12:37,47.3737,-68.3251,46.53,70,90,12.66
471,Presidencia Roque Saenz Pena,AR,2021-10-19 19:12:38,-26.7852,-60.4388,85.62,17,0,6.93
472,Amravati,IN,2021-10-19 19:12:38,20.9333,77.75,72.21,86,4,3.87
473,Northam,GB,2021-10-19 19:12:38,51.0333,-4.2167,62.65,97,100,15.82
474,Pangoa,PE,2021-10-19 19:12:39,-12.1167,-73.0,75.47,92,100,2.89
475,Corinto,GR,2021-10-19 19:12:39,37.9407,22.9573,62.69,75,0,3.51
476,Tabuan,PH,2021-10-19 19:12:40,9.5156,122.8506,75.29,94,100,1.59
477,Kaduna,NG,2021-10-19 19:12:40,10.5222,7.4383,78.13,70,96,4.23
478,Lorengau,PG,2021-10-19 19:12:40,-2.0226,147.2712,81.81,74,92,7.36
479,Kitgum,UG,2021-10-19 19:09:17,3.2783,32.8867,69.73,81,100,2.75
480,Hualmay,PE,2021-10-19 19:09:20,-11.0964,-77.6139,69.26,71,31,8.52
481,Ariquemes,BR,2021-10-19 19:12:41,-9.9133,-63.0408,89.38,51,95,3.53
482,Banjar,ID,2021-10-19 19:12:41,-8.19,114.9675,80.46,91,100,6.73
483,Skhisma,GR,2021-10-19 19:12:41,35.2667,25.7167,66.83,70,11,21.05
484,Iskateley,RU,2021-10-19 19:12:42,67.6803,53.1512,33.4,99,100,7.11
485,Trinidad,BO,2021-10-19 19:12:42,-14.8333,-64.9,93.43,27,97,5.75
486,Caravelas,BR,2021-10-19 19:12:42,-17.7125,-39.2481,80.83,69,11,10.74
487,Hokitika,NZ,2021-10-19 19:12:43,-42.7167,170.9667,47.53,86,41,4.07
488,Esperance,AU,2021-10-19 19:09:52,-33.8667,121.9,60.64,65,32,30.09
489,Komsomolskiy,UZ,2021-10-19 19:12:43,40.4272,71.7189,56.12,50,100,9.22
490,Susanino,RU,2021-10-19 19:12:43,58.1461,41.5872,32.31,96,79,4.97
491,Onguday,RU,2021-10-19 19:12:44,50.75,86.15,31.06,78,11,3.91
492,Fukue,JP,2021-10-19 19:12:44,32.6881,128.8419,64.06,55,100,18.99
493,Virginia Beach,US,2021-10-19 19:08:32,36.8529,-75.978,74.05,39,1,9.22
494,Poum,NC,2021-10-19 19:09:48,-20.2333,164.0167,75.34,83,100,9.95
495,Matara,LK,2021-10-19 19:12:44,5.9485,80.5353,77.38,85,100,7.58
496,Urumqi,CN,2021-10-19 19:08:03,43.801,87.6005,45.55,49,0,4.47
497,Agirish,RU,2021-10-19 19:12:45,61.9247,63.0231,33.53,76,24,11.32
498,Salalah,OM,2021-10-19 19:09:36,17.0151,54.0924,78.89,83,75,5.75
499,Kodinsk,RU,2021-10-19 19:12:45,58.6881,99.1844,32.58,97,91,3.4
500,Bam,IR,2021-10-19 19:12:46,29.106,58.357,75.25,18,0,2.64
501,Tooele,US,2021-10-19 19:12:46,40.5308,-112.2983,44.24,87,90,8.05
502,Alghero,IT,2021-10-19 19:12:47,40.5589,8.3181,59.09,72,0,2.3
503,Kushmurun,KZ,2021-10-19 19:12:47,52.4503,64.6311,49.95,34,100,8.59
504,Nouna,BF,2021-10-19 19:12:47,12.7333,-3.8667,85.78,53,46,10.31
505,Nakhodka,RU,2021-10-19 19:12:48,42.8333,132.8947,34.86,49,0,15.14
506,Gelibolu,TR,2021-10-19 19:12:48,40.4103,26.6708,53.46,74,10,12.46
507,Aksarka,RU,2021-10-19 19:12:49,66.5606,67.7975,32.52,99,100,6.38
508,Gogrial,SS,2021-10-19 19:12:49,8.5332,28.1004,79.36,69,98,5.46
509,Riyadh,SA,2021-10-19 19:12:49,24.6877,46.7219,80.74,20,0,7.2
510,Indiana,US,2021-10-19 19:12:50,40.0003,-86.2503,70.83,44,1,9.22
511,Omsukchan,RU,2021-10-19 19:12:50,62.5333,155.8,0.21,97,100,5.35
512,Raton,US,2021-10-19 19:12:50,36.9034,-104.4391,66.06,22,1,1.99
513,Bhera,PK,2021-10-19 19:08:19,32.4832,72.9097,75.58,34,0,2.59
514,Ust-Kuyga,RU,2021-10-19 19:12:51,70.0167,135.6,-6.75,98,46,6.29
515,Ambanja,MG,2021-10-19 19:12:51,-13.6833,48.45,74.01,88,99,1.03
516,Klaksvik,FO,2021-10-19 19:09:31,62.2266,-6.589,50.92,98,100,9.98
517,Cagua,VE,2021-10-19 19:12:51,10.1863,-67.4594,84.7,45,45,1.19
518,Conde,BR,2021-10-19 19:12:52,-7.2597,-34.9075,83.66,65,20,11.5
519,Mutoko,ZW,2021-10-19 19:12:52,-17.397,32.2268,57.88,81,10,6.55
520,Udine,IT,2021-10-19 19:12:52,46.0619,13.2422,59.23,77,90,1.97
521,Erenhot,CN,2021-10-19 19:12:53,43.6475,111.9767,34.16,34,2,0.67
522,Great Falls,US,2021-10-19 19:12:53,47.5002,-111.3008,49.93,78,90,4.61
523,Itarema,BR,2021-10-19 19:12:53,-2.9248,-39.9167,84.29,67,21,16.84
524,Doha,QA,2021-10-19 19:09:52,25.2867,51.5333,85.98,54,0,12.66
525,Kajaani,FI,2021-10-19 19:12:54,64.2273,27.7285,21.25,93,0,2.3
526,Barranca,PE,2021-10-19 19:12:54,-10.75,-77.7667,67.91,72,26,9.01
527,Agadez,NE,2021-10-19 19:12:55,19.75,10.25,88.83,12,100,10.94
528,Maldonado,UY,2021-10-19 19:11:53,-34.6667,-54.9167,69.19,49,8,6.64
529,Prince Rupert,CA,2021-10-19 19:12:55,54.3161,-130.3201,48.96,64,100,9.17
530,Ossora,RU,2021-10-19 19:12:55,59.2353,163.0719,21.52,59,15,9.66
531,Isangel,VU,2021-10-19 19:09:22,-19.55,169.2667,75.92,90,100,6.06
532,Filottrano,IT,2021-10-19 19:12:56,43.4355,13.3514,56.61,48,100,3.65
533,Chase,CA,2021-10-19 19:12:56,50.8165,-119.6857,60.08,53,21,4.12
534,Anloga,GH,2021-10-19 19:12:56,5.7947,0.8973,81.07,79,100,12.93
535,Kandalaksha,RU,2021-10-19 19:12:57,67.162,32.4123,29.35,79,12,5.61
536,Eirunepe,BR,2021-10-19 19:12:57,-6.6603,-69.8736,78.03,90,100,3.44
537,Naryan-Mar,RU,2021-10-19 19:12:57,67.6713,53.087,33.66,98,100,6.91
538,Rocky Mountain House,CA,2021-10-19 19:12:04,52.3668,-114.9188,42.84,58,89,17.52
539,Hailey,US,2021-10-19 19:12:58,43.5196,-114.3153,55.26,48,40,11.5
540,Waddan,LY,2021-10-19 19:12:58,29.1614,16.139,73.06,33,100,17.13
541,Filadelfia,US,2021-10-19 19:11:32,39.9523,-75.1638,70.88,44,1,4.0
542,Marrakesh,MA,2021-10-19 19:12:33,31.6315,-8.0083,87.87,22,0,5.75
543,Cherskiy,RU,2021-10-19 19:09:43,68.75,161.3,-12.89,100,100,3.65
544,Binzhou,CN,2021-10-19 19:12:59,37.3667,118.0167,45.14,56,100,1.45
545,Saint-Augustin,CA,2021-10-19 19:12:59,51.226,-58.6502,43.36,95,100,20.58
546,Fort Nelson,CA,2021-10-19 19:12:59,58.8053,-122.7002,35.44,61,100,2.89
547,Chontalpa,MX,2021-10-19 19:13:00,17.7,-93.5167,78.1,88,100,7.54
548,Dukat,RU,2021-10-19 19:13:00,62.55,155.55,-2.54,97,100,4.79
549,Poptun,GT,2021-10-19 19:13:00,16.3311,-89.4169,75.81,87,96,1.83
